finding_id,tree_ordinal,commit,path,file_type,rule,start_line,end_line,redacted_fingerprint,content_sha256,same_as_current_content,nature_supposed,status,action
1,10,1ab112bce8189c54070c38e218783e6835b93a9e,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
176,37,cf280858b345e2fd566d391590f23d8cfa6bbe6d,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
177,37,cf280858b345e2fd566d391590f23d8cfa6bbe6d,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
178,37,cf280858b345e2fd566d391590f23d8cfa6bbe6d,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
179,37,cf280858b345e2fd566d391590f23d8cfa6bbe6d,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
180,37,cf280858b345e2fd566d391590f23d8cfa6bbe6d,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
181,38,b9bbb0366e2a773da22fb10476a922f0471edd79,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
182,38,b9bbb0366e2a773da22fb10476a922f0471edd79,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
183,38,b9bbb0366e2a773da22fb10476a922f0471edd79,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
184,38,b9bbb0366e2a773da22fb10476a922f0471edd79,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
185,38,b9bbb0366e2a773da22fb10476a922f0471edd79,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
186,38,b9bbb0366e2a773da22fb10476a922f0471edd79,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
187,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
188,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
189,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
190,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
191,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
192,39,cd6a95c66c029adf2140784491b06b8d9bf64fce,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
193,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
194,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
195,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
196,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
197,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
198,3,cbf3a502b3fd37c48798ec67a3a6d4edd5d4a5fb,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
199,40,631605ba136ff864d23e9674ca6adb4a8df0b740,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
200,40,631605ba136ff864d23e9674ca6adb4a8df0b740,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
201,40,631605ba136ff864d23e9674ca6adb4a8df0b740,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
202,40,631605ba136ff864d23e9674ca6adb4a8df0b740,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
203,40,631605ba136ff864d23e9674ca6adb4a8df0b740,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
204,40,631605ba136ff864d23e9674ca6adb4a8df0b740,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
205,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
206,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
207,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
208,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
209,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
210,41,a6382aa95c412d91c1bca2de34a87ca7908ed71f,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
211,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
212,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
213,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
214,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
215,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
216,42,310119f91d5a4a89fcbf06ffe8e9ae84ea7c2a73,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
217,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
218,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
219,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium-common_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,78973e97080e78f40b0550ed761874416b1e812caedf692b926e1e47523f6d3b,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
220,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/candidates/chromium_151.0.7922.108-1xtradeb1.2404.1_amd64/REQUESTED_RUNTIME.env:generic-api-key:7,154d14564c1c2aa827f6755952109fb93d4b328c9f83c3754374dc1cb608f89d,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
221,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out,.out,generic-api-key,8,9,validation_back01_integration/final/chromium_runtime_candidate_108_provenance.out:generic-api-key:8,ee7be452cf88c2efb9bec7a6b8d0cbc8c4b22f45162c1f90b02e44d2be1c9127,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
222,43,067ae29177a47dd39d98d2d5cba4d5ed7d80e260,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env,.env,generic-api-key,7,7,validation_back01_integration/final/runtime_release_capture_qa/REQUESTED_RUNTIME.env:generic-api-key:7,c86db7c48db34f8c392f18ef97279b4ee5acc89db607b25427a07802d3670ecf,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
223,44,25afca8ee005d22f8d98c3f44ed7de70d661f2cd,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json,.json,generic-api-key,14,14,release/back01-minimal/RUNTIME_CANDIDATE_CHROMIUM_151.0.7922.108.json:generic-api-key:14,29788ebe77284706b366c975a9a9cfa4819dfbc84cac6ad2e8869fc285e6b3ad,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
224,44,25afca8ee005d22f8d98c3f44ed7de70d661f2cd,release/back01-minimal/RUNTIME_RELEASE_LOCK.json,.json,generic-api-key,16,16,release/back01-minimal/RUNTIME_RELEASE_LOCK.json:generic-api-key:16,7d9dd3f6223dfdb5f383e41ce81aecbd874bf002b0de8810bd46589c63dd0a57,true,public PPA OpenPGP signing-key fingerprint; not credential material,HISTORICAL_FALSE_POSITIVE_EXACT_EXCEPTION,retain source/history; use exact fingerprint exception limited to these provenance paths; rescan with config
